state,district,market,commodity,variety,min_price,max_price,modal_price,year,month
Andhra Pradesh,Kurnool,Adoni,Cotton,Bramha,4276,5560,5461,2019,10
Andhra Pradesh,Kurnool,Adoni,Cotton,Bramha,4009,5545,5462,2019,11
Andhra Pradesh,Kurnool,Adoni,Cotton,Bramha,3469,5556,5466,2019,1
Andhra Pradesh,Kurnool,Adoni,Cotton,Bramha,3611,5495,5454,2019,1
Andhra Pradesh,Kurnool,Adoni,Cotton,Bramha,3989,5538,5371,2019,2
Andhra Pradesh,Kurnool,Adoni,Cotton,Bramha,3500,5480,5266,2019,2
Andhra Pradesh,Kurnool,Adoni,Cotton,Bramha,3457,5582,5289,2019,2
Andhra Pradesh,Kurnool,Adoni,Cotton,Bramha,3337,5582,5280,2019,1
Andhra Pradesh,Kurnool,Adoni,Cotton,Bramha,3650,5769,5369,2019,3
Andhra Pradesh,Kurnool,Adoni,Cotton,Bramha,3849,5795,5370,2019,3
Andhra Pradesh,Kurnool,Adoni,Cotton,Bramha,4050,6226,5676,2019,2
Andhra Pradesh,Kurnool,Adoni,Cotton,Bramha,4508,6346,5779,2019,8
Andhra Pradesh,Kurnool,Adoni,Cotton,Bramha,4549,6381,5856,2019,4
Andhra Pradesh,Kurnool,Adoni,Cotton,Bramha,4007,6290,5829,2019,5
Andhra Pradesh,Kurnool,Adoni,Cotton,Bramha,4289,6338,5869,2019,5
Andhra Pradesh,Kurnool,Adoni,Cotton,Bramha,4587,6459,5901,2019,5
Andhra Pradesh,Kurnool,Adoni,Cotton,Bramha,4589,6439,5941,2019,5
Andhra Pradesh,Kurnool,Adoni,Cotton,Bramha,4473,6463,6071,2019,6
Andhra Pradesh,Kurnool,Adoni,Cotton,Bramha,4057,6197,5911,2019,7
Andhra Pradesh,Kurnool,Adoni,Cotton,Bramha,4647,6226,5945,2019,7
Andhra Pradesh,Kurnool,Adoni,Cotton,Bramha,4877,6197,6011,2019,7
Andhra Pradesh,Kurnool,Adoni,Cotton,Bunny,3620,5540,5466,2019,3
Andhra Pradesh,Kurnool,Adoni,Cotton,Bunny,4100,5539,5462,2019,4
Andhra Pradesh,Kurnool,Adoni,Cotton,Bunny,4297,5569,5466,2019,7
Andhra Pradesh,Kurnool,Adoni,Cotton,Bunny,4757,5511,5481,2019,8
Andhra Pradesh,Kurnool,Adoni,Cotton,Bunny,4369,5529,5461,2019,12
Andhra Pradesh,Kurnool,Adoni,Cotton,Bunny,3769,5501,5456,2019,1
Andhra Pradesh,Kurnool,Adoni,Cotton,Bunny,3371,5581,5459,2019,1
Andhra Pradesh,Kurnool,Adoni,Cotton,Bunny,3516,5527,5450,2019,1
Andhra Pradesh,Kurnool,Adoni,Cotton,Bunny,3637,5520,5452,2019,1
Andhra Pradesh,Kurnool,Adoni,Cotton,Bunny,3769,5494,5369,2019,1
Andhra Pradesh,Kurnool,Adoni,Cotton,Bunny,3446,5517,5379,2019,1
Andhra Pradesh,Kurnool,Adoni,Cotton,Bunny,3676,5499,5359,2019,1
Andhra Pradesh,Kurnool,Adoni,Cotton,Bunny,3659,5530,5367,2019,1
Andhra Pradesh,Kurnool,Adoni,Cotton,Bunny,3719,5525,5365,2019,1
Andhra Pradesh,Kurnool,Adoni,Cotton,Bunny,3687,5501,5359,2019,5
Andhra Pradesh,Kurnool,Adoni,Cotton,Bunny,3800,5601,5389,2019,6
Andhra Pradesh,Kurnool,Adoni,Cotton,Bunny,3699,5491,5359,2019,7
Andhra Pradesh,Kurnool,Adoni,Cotton,Bunny,3537,5580,5377,2019,8
Andhra Pradesh,Kurnool,Adoni,Cotton,Bunny,3546,5471,5370,2019,9
Andhra Pradesh,Kurnool,Adoni,Cotton,Bunny,3568,5472,5371,2019,12
Andhra Pradesh,Kurnool,Adoni,Cotton,Bunny,3289,5449,5250,2019,2
Andhra Pradesh,Kurnool,Adoni,Cotton,Bunny,3511,5455,5251,2019,2
Andhra Pradesh,Kurnool,Adoni,Cotton,Bunny,3389,5440,5239,2019,2
Andhra Pradesh,Kurnool,Adoni,Cotton,Bunny,3607,5446,5371,2019,2
Andhra Pradesh,Kurnool,Adoni,Cotton,Bunny,3568,5499,5269,2019,2
Andhra Pradesh,Kurnool,Adoni,Cotton,Bunny,3570,5517,5279,2019,2
Andhra Pradesh,Kurnool,Adoni,Cotton,Bunny,3815,5540,5281,2019,2
Andhra Pradesh,Kurnool,Adoni,Cotton,Bunny,3819,5564,5290,2019,2
Andhra Pradesh,Kurnool,Adoni,Cotton,Bunny,3387,5576,5294,2019,2
Andhra Pradesh,Kurnool,Adoni,Cotton,Bunny,3457,5569,5289,2019,2
Andhra Pradesh,Kurnool,Adoni,Cotton,Bunny,3537,5568,5285,2019,2
Andhra Pradesh,Kurnool,Adoni,Cotton,Bunny,3489,5609,5280,2019,2
Andhra Pradesh,Kurnool,Adoni,Cotton,Bunny,3239,5611,5288,2019,7
Andhra Pradesh,Kurnool,Adoni,Cotton,Bunny,3356,5675,5319,2019,8
Andhra Pradesh,Kurnool,Adoni,Cotton,Bunny,3239,5609,5289,2019,9
Andhra Pradesh,Kurnool,Adoni,Cotton,Bunny,3466,5669,5310,2019,11
Andhra Pradesh,Kurnool,Adoni,Cotton,Bunny,3557,5719,5320,2019,12
Andhra Pradesh,Kurnool,Adoni,Cotton,Bunny,3817,5960,5509,2019,3
Andhra Pradesh,Kurnool,Adoni,Cotton,Bunny,4069,6069,5525,2019,3
Andhra Pradesh,Kurnool,Adoni,Cotton,Bunny,3869,6085,5557,2019,3
Andhra Pradesh,Kurnool,Adoni,Cotton,Bunny,4237,6126,5590,2019,3
Andhra Pradesh,Kurnool,Adoni,Cotton,Bunny,4016,6160,5600,2019,3
Andhra Pradesh,Kurnool,Adoni,Cotton,Bunny,4089,6211,5616,2019,3
Andhra Pradesh,Kurnool,Adoni,Cotton,Bunny,4050,6255,5666,2019,3
Andhra Pradesh,Kurnool,Adoni,Cotton,Bunny,4260,6255,5671,2019,3
Andhra Pradesh,Kurnool,Adoni,Cotton,Bunny,4039,6279,5680,2019,3
Andhra Pradesh,Kurnool,Adoni,Cotton,Bunny,4059,6210,5656,2019,3
Andhra Pradesh,Kurnool,Adoni,Cotton,Bunny,4171,6229,5663,2019,3
Andhra Pradesh,Kurnool,Adoni,Cotton,Bunny,4110,6235,5709,2019,1
Andhra Pradesh,Kurnool,Adoni,Cotton,Bunny,4137,6235,5675,2019,3
Andhra Pradesh,Kurnool,Adoni,Cotton,Bunny,4038,6215,5665,2019,4
Andhra Pradesh,Kurnool,Adoni,Cotton,Bunny,4787,6376,5830,2019,12
Andhra Pradesh,Kurnool,Adoni,Cotton,Bunny,4357,6370,5844,2019,4
Andhra Pradesh,Kurnool,Adoni,Cotton,Bunny,4559,6382,5799,2019,4
Andhra Pradesh,Kurnool,Adoni,Cotton,Bunny,4587,6387,5897,2019,4
Andhra Pradesh,Kurnool,Adoni,Cotton,Bunny,4289,6389,5859,2019,4
Andhra Pradesh,Kurnool,Adoni,Cotton,Bunny,4469,6399,5859,2019,4
Andhra Pradesh,Kurnool,Adoni,Cotton,Bunny,4466,6452,5864,2019,4
Andhra Pradesh,Kurnool,Adoni,Cotton,Bunny,4366,6429,5869,2019,4
Andhra Pradesh,Kurnool,Adoni,Cotton,Bunny,4389,6435,5890,2019,4
Andhra Pradesh,Kurnool,Adoni,Cotton,Bunny,4737,6392,5885,2019,4
Andhra Pradesh,Kurnool,Adoni,Cotton,Bunny,4329,6392,5888,2019,4
Andhra Pradesh,Kurnool,Adoni,Cotton,Bunny,4266,6390,5879,2019,4
Andhra Pradesh,Kurnool,Adoni,Cotton,Bunny,3869,6449,5889,2019,2
Andhra Pradesh,Kurnool,Adoni,Cotton,Bunny,4469,6459,5905,2019,3
Andhra Pradesh,Kurnool,Adoni,Cotton,Bunny,4437,6378,5869,2019,6
Andhra Pradesh,Kurnool,Adoni,Cotton,Bunny,4137,6399,5899,2019,8
Andhra Pradesh,Kurnool,Adoni,Cotton,Bunny,4625,6400,5909,2019,9
Andhra Pradesh,Kurnool,Adoni,Cotton,Bunny,4306,6353,5869,2019,10
Andhra Pradesh,Kurnool,Adoni,Cotton,Bunny,4506,6359,5869,2019,11
Andhra Pradesh,Kurnool,Adoni,Cotton,Bunny,4039,6389,5879,2019,5
Andhra Pradesh,Kurnool,Adoni,Cotton,Bunny,3987,6379,5869,2019,5
Andhra Pradesh,Kurnool,Adoni,Cotton,Bunny,4559,6308,5821,2019,5
Andhra Pradesh,Kurnool,Adoni,Cotton,Bunny,4208,6297,5869,2019,5
Andhra Pradesh,Kurnool,Adoni,Cotton,Bunny,4539,6279,5881,2019,5
Andhra Pradesh,Kurnool,Adoni,Cotton,Bunny,4300,6319,5859,2019,5
Andhra Pradesh,Kurnool,Adoni,Cotton,Bunny,4737,6350,5859,2019,5
Andhra Pradesh,Kurnool,Adoni,Cotton,Bunny,5089,6179,5879,2019,5
Andhra Pradesh,Kurnool,Adoni,Cotton,Bunny,4239,6369,5879,2019,5
Andhra Pradesh,Kurnool,Adoni,Cotton,Bunny,3897,6399,5987,2019,5
Andhra Pradesh,Kurnool,Adoni,Cotton,Bunny,4739,6439,5969,2019,1
Andhra Pradesh,Kurnool,Adoni,Cotton,Bunny,4539,6457,5959,2019,4
Andhra Pradesh,Kurnool,Adoni,Cotton,Bunny,4737,6472,6011,2019,6
Andhra Pradesh,Kurnool,Adoni,Cotton,Bunny,4219,6481,6030,2019,7
Andhra Pradesh,Kurnool,Adoni,Cotton,Bunny,4757,6476,6011,2019,8
Andhra Pradesh,Kurnool,Adoni,Cotton,Bunny,4469,6511,6019,2019,10
Andhra Pradesh,Kurnool,Adoni,Cotton,Bunny,4369,6489,6009,2019,11
Andhra Pradesh,Kurnool,Adoni,Cotton,Bunny,4689,6489,6059,2019,12
Andhra Pradesh,Kurnool,Adoni,Cotton,Bunny,4306,6485,6009,2019,6
Andhra Pradesh,Kurnool,Adoni,Cotton,Bunny,4407,6479,6011,2019,6
Andhra Pradesh,Kurnool,Adoni,Cotton,Bunny,6369,6479,6370,2019,6
Andhra Pradesh,Kurnool,Adoni,Cotton,Bunny,4869,6467,6116,2019,6
Andhra Pradesh,Kurnool,Adoni,Cotton,Bunny,4538,6469,6121,2019,6
Andhra Pradesh,Kurnool,Adoni,Cotton,Bunny,4759,6469,6021,2019,6
Andhra Pradesh,Kurnool,Adoni,Cotton,Bunny,4717,6469,6216,2019,6
Andhra Pradesh,Kurnool,Adoni,Cotton,Bunny,4849,6391,6069,2019,6
Andhra Pradesh,Kurnool,Adoni,Cotton,Bunny,4487,6371,6000,2019,6
Andhra Pradesh,Kurnool,Adoni,Cotton,Bunny,4657,6326,6011,2019,6
Andhra Pradesh,Kurnool,Adoni,Cotton,Bunny,4687,6319,6011,2019,1
Andhra Pradesh,Kurnool,Adoni,Cotton,Bunny,4669,6289,6020,2019,3
Andhra Pradesh,Kurnool,Adoni,Cotton,Bunny,4539,6317,6039,2019,4
Andhra Pradesh,Kurnool,Adoni,Cotton,Bunny,4416,6290,5990,2019,5
Andhra Pradesh,Kurnool,Adoni,Cotton,Bunny,4829,6279,5981,2019,6
Andhra Pradesh,Kurnool,Adoni,Cotton,Bunny,4689,6309,6011,2019,9
Andhra Pradesh,Kurnool,Adoni,Cotton,Bunny,4739,6269,6050,2019,10
Andhra Pradesh,Kurnool,Adoni,Cotton,Bunny,4669,6275,6011,2019,11
Andhra Pradesh,Kurnool,Adoni,Cotton,Bunny,4869,6246,6054,2019,7
Andhra Pradesh,Kurnool,Adoni,Cotton,Bunny,4407,6289,6050,2019,7
Andhra Pradesh,Kurnool,Adoni,Cotton,Bunny,4737,6274,5981,2019,7
Andhra Pradesh,Kurnool,Adoni,Cotton,Bunny,4819,6270,5889,2019,7
Andhra Pradesh,Kurnool,Adoni,Cotton,Bunny,5087,6264,5946,2019,7
Andhra Pradesh,Kurnool,Adoni,Cotton,Bunny,4769,6311,5870,2019,7
Andhra Pradesh,Kurnool,Adoni,Cotton,Bunny,4917,6330,5881,2019,7
Andhra Pradesh,Kurnool,Adoni,Cotton,Bunny,4817,6358,6086,2019,7
Andhra Pradesh,Kurnool,Adoni,Cotton,Bunny,5189,6364,6086,2019,7
Andhra Pradesh,Kurnool,Adoni,Cotton,Bunny,5017,6386,6081,2019,7
Andhra Pradesh,Kurnool,Adoni,Cotton,Bunny,4977,6287,6033,2019,7
Andhra Pradesh,Kurnool,Adoni,Cotton,Bunny,5069,6390,6086,2019,7
Andhra Pradesh,Kurnool,Adoni,Cotton,Bunny,5257,6387,6033,2019,7
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,5470,5710,5590,2019,1
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,5455,5695,5575,2019,2
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,5480,5690,5585,2019,3
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,5510,5680,5595,2019,4
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,5450,5685,5570,2019,5
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,5420,5695,5560,2019,7
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,5470,5670,5570,2019,8
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,5405,5665,5535,2019,9
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,5440,5690,5565,2019,10
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,5400,5650,5525,2019,11
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,5255,5615,5435,2019,12
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,5420,5655,5540,2019,1
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,5380,5590,5485,2019,1
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,5370,5605,5490,2019,1
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,5435,5635,5535,2019,1
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,5350,5630,5490,2019,1
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,5355,5630,5495,2019,1
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,5370,5645,5510,2019,1
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,5365,5640,5500,2019,1
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,5360,5610,5485,2019,1
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,5370,5575,5470,2019,1
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,5410,5635,5520,2019,1
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,5395,5615,5505,2019,1
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,5350,5620,5485,2019,1
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,5375,5630,5505,2019,1
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,5330,5600,5465,2019,2
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,5335,5595,5465,2019,4
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,5320,5510,5415,2019,5
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,5335,5555,5445,2019,6
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,5325,5625,5475,2019,7
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,5335,5600,5465,2019,8
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,5250,5585,5420,2019,9
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,5360,5630,5495,2019,11
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,5325,5595,5460,2019,12
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,5335,5535,5435,2019,2
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,5185,5555,5370,2019,2
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,5325,5625,5475,2019,2
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,5325,5630,5475,2019,2
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,5300,5555,5430,2019,2
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,5300,5535,5420,2019,2
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,5265,5555,5410,2019,2
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,5300,5545,5420,2019,2
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,5310,5555,5430,2019,2
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,5310,5580,5445,2019,2
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,5270,5600,5435,2019,2
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,5300,5625,5465,2019,2
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,5300,5610,5455,2019,1
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,5300,5600,5450,2019,2
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,5300,5635,5470,2019,5
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,5290,5640,5465,2019,6
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,5320,5655,5490,2019,7
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,5280,5605,5440,2019,8
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,5160,5630,5395,2019,9
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,5280,5615,5450,2019,11
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,5285,5625,5455,2019,12
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,5290,5655,5475,2019,3
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,5290,5635,5460,2019,3
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,5330,5675,5500,2019,3
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,5340,5740,5540,2019,3
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,5490,5875,5680,2019,3
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,5390,5975,5680,2019,3
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,5250,5975,5610,2019,3
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,5250,6030,5640,2019,3
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,5695,6040,5865,2019,3
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,5400,6050,5725,2019,3
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,5625,6100,5865,2019,3
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,5705,6000,5850,2019,3
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,5250,5835,5540,2019,3
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,5455,6005,5730,2019,3
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,5500,5900,5700,2019,3
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,5670,6205,5940,2019,1
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,5500,6220,5860,2019,2
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,5500,6225,5810,2019,3
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,5595,6230,5915,2019,4
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,5800,6255,6030,2019,5
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,5860,6380,6120,2019,6
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,5645,6400,6025,2019,8
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,5900,6300,6100,2019,9
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,6000,6405,6200,2019,10
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,5800,6305,6050,2019,11
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,5800,6305,6050,2019,12
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,5800,6445,6120,2019,4
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,5900,6305,6100,2019,4
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,5950,6325,6140,2019,4
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,5900,6450,6175,2019,4
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,5800,6400,6100,2019,4
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,5900,6330,6115,2019,4
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,5750,6300,6025,2019,4
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,5990,6315,6150,2019,4
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,5875,6375,6125,2019,4
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,5960,6325,6140,2019,4
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,5875,6330,6105,2019,4
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,6000,6300,6150,2019,1
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,5875,6355,6115,2019,2
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,5900,6250,6075,2019,3
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,5770,6325,6050,2019,4
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,5625,6245,5935,2019,6
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,6060,6345,6200,2019,7
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,6000,6300,6150,2019,8
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,5505,6200,5850,2019,9
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,5900,6300,6100,2019,10
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,5775,6330,6055,2019,11
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,5800,6100,5950,2019,5
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,5500,6100,5800,2019,5
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,5000,6000,5500,2019,5
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,5700,6100,5900,2019,5
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,5000,6000,5500,2019,5
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,5700,6000,5850,2019,5
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,5000,6000,5500,2019,5
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,5400,6010,5705,2019,5
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,5600,5950,5775,2019,5
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,5600,6100,5750,2019,5
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,5000,6000,5500,2019,5
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,5900,6200,6050,2019,5
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,6000,6200,6100,2019,5
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,5400,6300,5850,2019,5
Gujarat,Ahmedabad,Dholka(Koth),Cotton,Other,5000,5660,5300,2019,1
Gujarat,Ahmedabad,Dholka(Koth),Cotton,Other,5000,5545,5250,2019,2
Gujarat,Ahmedabad,Dholka(Koth),Cotton,Other,5000,5650,5300,2019,3
Gujarat,Ahmedabad,Dholka(Koth),Cotton,Other,5000,5635,5150,2019,5
Gujarat,Ahmedabad,Dholka(Koth),Cotton,Other,5000,5640,5300,2019,7
Gujarat,Ahmedabad,Dholka(Koth),Cotton,Other,5000,5650,5300,2019,9
Gujarat,Ahmedabad,Dholka(Koth),Cotton,Other,4500,5400,5200,2019,10
Gujarat,Ahmedabad,Dholka(Koth),Cotton,Other,5070,5500,5350,2019,11
Gujarat,Ahmedabad,Dholka(Koth),Cotton,Other,5000,5520,5300,2019,12
Gujarat,Ahmedabad,Dholka(Koth),Cotton,Other,4605,5200,5150,2019,1
Gujarat,Ahmedabad,Dholka(Koth),Cotton,Other,4500,5310,5150,2019,1
Gujarat,Ahmedabad,Dholka(Koth),Cotton,Other,4500,5225,5150,2019,1
Gujarat,Ahmedabad,Dholka(Koth),Cotton,Other,4500,5200,5150,2019,1
Gujarat,Ahmedabad,Dholka(Koth),Cotton,Other,5000,5175,5150,2019,1
Gujarat,Ahmedabad,Dholka(Koth),Cotton,Other,4500,5300,5150,2019,1
Gujarat,Ahmedabad,Dholka(Koth),Cotton,Other,4500,5175,5150,2019,1
Gujarat,Ahmedabad,Dholka(Koth),Cotton,Other,4500,5160,5150,2019,1
Gujarat,Ahmedabad,Dholka(Koth),Cotton,Other,5000,5280,5200,2019,1
